study_obs_count,study,intervention_scale,arm_scale,intervention,arm,outcome,covidence,timepoint,scale,model_type,mean,r,n,sd,percent,se,range,median,ci,intervals,iqr,limits,dose_extract,type,class,chronic_condition,main_aim,design,title,sponsorship_source,authors_name,duration_weeks,pain_duration,inclusion_criteria,exclusion_criteria,total_number_of_participants_randomised,number_in_each_arm_comparators_treatments,number_in_each_arm_intervention_comparators,type_of_participant_e_g_people_with_cancer,type_of_participant_e_g_people_with_cancer_2,intervention_adverse_events,intervention_adverse_events_n_percent,withdrawal_total_per_arm_n_percent,withdrawal_total_percent,withdrawal_total_n,condition,condition_general,condition_iasp
2,shakiba 2018,duloxetine x brief_pain_inventory,duloxetine 30mg x brief_pain_inventory,duloxetine,duloxetine 30mg,pain_int,pain_brief_pain_inventory_bpi_post_intervention_week_8,post_int,brief_pain_inventory,smd,6.24,NA,23,2.21,NA,0.46081685506613523,NA,NA,NA,NA,NA,NA,,antidepressant,snri,fibromyalgia,depression and pain,parallel group,saffron (crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: a randomized double-blind clinical trial,"""this study was supported by tehran
university of medical sciences (tums)
through a grant to prof. shahin
akhondzadeh (grant number 31842).""",mansoor shakiba,NA,minimum of 3 months to meet the arc criteria and be eligible for trial entry,"participants were men and women aged
18-60 years who were diagnosed with fm
based on the american college of
rheumatology (acr) 2010 criteria (wolfe
et al., 2010) and had a pain score of over 40
out of 100 based on visual analogue scale
(vas).","in  case  the  candidates  met  any  of  the following  conditions,  they  were  excluded from the study:  comorbid neuropsychiatric disorders  other  than  depressive  disorders based   on  the   diagnostic   and   statistical manual    of    mental    disorders-iv-text revision       (dsm-iv-tr)       (american psychiatric  association,  2000);  substance use disorder during the 2 years  prior to the study;   suicidal   ideation;   rheumatologic diseases   other   than   fm;   inflammatory, infectious    ,    or    autoimmune    arthritis; multiple  sclerosis;  pain  due  to  traumatic injuries; serious medical conditions; history of  multiple  surgeries;   pregnancy,   breast feeding,  or  women  with  no  contraception history;     history     of     treatment     with duloxetine   or   saffron;   current   use   of psychoactive        medications       specially serotonergic compounds or mao-is; use of muscle      relaxants,      steroids,      opioid analgesics,     benzodiazepines,     or     anti-epileptics  during  the  1  week  prior  to  the study   based   on   detailed   history   taking; injection   of   analgesics   to   painful   areas during  the  1  month  prior  to  the  study; history         of using thioridazine, acetylcholinesterase   inhibitors,   warfarin,  or medications affecting the p450 cyp4a3 enzyme in the 2 weeks before the study; and history    of    hypersensitivity    to    herbal compounds, in particular saffron.",54,"saffron: 27
duloxetine: 27",NA,adults aged 18-60 with fibromyalgia,NA,n,NA,total withdrawal: 8/54 (14.8%),NA,NA,fibromyalgia,fibromyalgia,primary
2,shakiba 2018,duloxetine x visual_analogue_scale_0_100,duloxetine 30mg x visual_analogue_scale_0_100,duloxetine,duloxetine 30mg,pain_int,pain_vas_0_100_post_intervention_week_8,post_int,visual_analogue_scale_0_100,smd,40.43,NA,23,12.61,NA,2.6293667612597127,NA,NA,NA,NA,NA,NA,,antidepressant,snri,fibromyalgia,depression and pain,parallel group,saffron (crocus sativus) versus duloxetine for treatment of patients with fibromyalgia: a randomized double-blind clinical trial,"""this study was supported by tehran
university of medical sciences (tums)
through a grant to prof. shahin
akhondzadeh (grant number 31842).""",mansoor shakiba,NA,minimum of 3 months to meet the arc criteria and be eligible for trial entry,"participants were men and women aged
18-60 years who were diagnosed with fm
based on the american college of
rheumatology (acr) 2010 criteria (wolfe
et al., 2010) and had a pain score of over 40
out of 100 based on visual analogue scale
(vas).","in  case  the  candidates  met  any  of  the following  conditions,  they  were  excluded from the study:  comorbid neuropsychiatric disorders  other  than  depressive  disorders based   on  the   diagnostic   and   statistical manual    of    mental    disorders-iv-text revision       (dsm-iv-tr)       (american psychiatric  association,  2000);  substance use disorder during the 2 years  prior to the study;   suicidal   ideation;   rheumatologic diseases   other   than   fm;   inflammatory, infectious    ,    or    autoimmune    arthritis; multiple  sclerosis;  pain  due  to  traumatic injuries; serious medical conditions; history of  multiple  surgeries;   pregnancy,   breast feeding,  or  women  with  no  contraception history;     history     of     treatment     with duloxetine   or   saffron;   current   use   of psychoactive        medications       specially serotonergic compounds or mao-is; use of muscle      relaxants,      steroids,      opioid analgesics,     benzodiazepines,     or     anti-epileptics  during  the  1  week  prior  to  the study   based   on   detailed   history   taking; injection   of   analgesics   to   painful   areas during  the  1  month  prior  to  the  study; history         of using thioridazine, acetylcholinesterase   inhibitors,   warfarin,  or medications affecting the p450 cyp4a3 enzyme in the 2 weeks before the study; and history    of    hypersensitivity    to    herbal compounds, in particular saffron.",54,"saffron: 27
duloxetine: 27",NA,adults aged 18-60 with fibromyalgia,NA,n,NA,total withdrawal: 8/54 (14.8%),NA,NA,fibromyalgia,fibromyalgia,primary
4,skljarevski 2009,placebo,placebo,placebo,placebo,pain_int,pain_sf_36_bodily_pain_subscale_change_from_baseline_to_post_intervention_ls_mean_se,post_int,sf_36_bodily_pain_subscale,smd,1.36,NA,108,1.9745379206285203,NA,0.19,NA,NA,NA,NA,NA,NA,,placebo,NA,chronic low back pain,pain,parallel group,"a double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""study design, funding and drugs were supplied by eli lilly and company.""","study design, funding and drugs were supplied by eli lilly and company.",vladimir skljarevski,NA,at least six months to be included in study,"eligible patients were adults with a clinical diagnosis of
clbp, with pain either restricted to lower back (class
1) or associated with radiation to the proximal portion
of the lower limb only (class 2 according to the quebec
task force on spinal disorders), with pain present
on most days for ≥6 months, and average weekly pain
ratings ≥4 during the week prior to randomization.","exclusion criteria included clinical or radiographic
evidence of radicular compression or spinal stenosis,
presence of spondylolisthesis grade 3–4, history of ≥1
low-back surgery, any low-back surgery within
12 months, invasive procedures to reduce low-back
pain within 1 month. patients with mdd, body mass
index >40 or seeking disability compensation related to
back pain were excluded. regular use
of antidepressants, anticonvulsants, opioids, muscle
relaxants and other analgesics was prohibited, as was
use of acupuncture, chiropractic maneuvers, or other
procedures aimed to relieve pain",404,"placebo: 117
duloxetine 20: 59
duloxetine 60: 116
duloxetine 120: 112",NA,adult patients with non-radicular chronic low back pain,NA,10 participants withdrew due to ae,NA,"total pre: 404, post: 267, withdrew: 137 (33.9%)",NA,NA,low back pain,musculoskeletal,primary
4,skljarevski 2009,duloxetine x sf_36_bodily_pain_subscale,duloxetine - 20mg x sf_36_bodily_pain_subscale,duloxetine,duloxetine - 20mg,pain_int,pain_sf_36_bodily_pain_subscale_change_from_baseline_to_post_intervention_ls_mean_se,post_int,sf_36_bodily_pain_subscale,smd,1.51,NA,54,1.9840866916543745,NA,0.27,NA,NA,NA,NA,NA,NA,,antidepressant,snri,chronic low back pain,pain,parallel group,"a double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""study design, funding and drugs were supplied by eli lilly and company.""","study design, funding and drugs were supplied by eli lilly and company.",vladimir skljarevski,NA,at least six months to be included in study,"eligible patients were adults with a clinical diagnosis of
clbp, with pain either restricted to lower back (class
1) or associated with radiation to the proximal portion
of the lower limb only (class 2 according to the quebec
task force on spinal disorders), with pain present
on most days for ≥6 months, and average weekly pain
ratings ≥4 during the week prior to randomization.","exclusion criteria included clinical or radiographic
evidence of radicular compression or spinal stenosis,
presence of spondylolisthesis grade 3–4, history of ≥1
low-back surgery, any low-back surgery within
12 months, invasive procedures to reduce low-back
pain within 1 month. patients with mdd, body mass
index >40 or seeking disability compensation related to
back pain were excluded. regular use
of antidepressants, anticonvulsants, opioids, muscle
relaxants and other analgesics was prohibited, as was
use of acupuncture, chiropractic maneuvers, or other
procedures aimed to relieve pain",404,"placebo: 117
duloxetine 20: 59
duloxetine 60: 116
duloxetine 120: 112",NA,adult patients with non-radicular chronic low back pain,NA,9 participants withdrew due to ae,NA,"total pre: 404, post: 267, withdrew: 137 (33.9%)",NA,NA,low back pain,musculoskeletal,primary
4,skljarevski 2009,duloxetine x sf_36_bodily_pain_subscale,duloxetine - 60mg x sf_36_bodily_pain_subscale,duloxetine,duloxetine - 60mg,pain_int,pain_sf_36_bodily_pain_subscale_change_from_baseline_to_post_intervention_ls_mean_se,post_int,sf_36_bodily_pain_subscale,smd,1.95,NA,102,2.0199009876724157,NA,0.2,NA,NA,NA,NA,NA,NA,,antidepressant,snri,chronic low back pain,pain,parallel group,"a double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""study design, funding and drugs were supplied by eli lilly and company.""","study design, funding and drugs were supplied by eli lilly and company.",vladimir skljarevski,NA,at least six months to be included in study,"eligible patients were adults with a clinical diagnosis of
clbp, with pain either restricted to lower back (class
1) or associated with radiation to the proximal portion
of the lower limb only (class 2 according to the quebec
task force on spinal disorders), with pain present
on most days for ≥6 months, and average weekly pain
ratings ≥4 during the week prior to randomization.","exclusion criteria included clinical or radiographic
evidence of radicular compression or spinal stenosis,
presence of spondylolisthesis grade 3–4, history of ≥1
low-back surgery, any low-back surgery within
12 months, invasive procedures to reduce low-back
pain within 1 month. patients with mdd, body mass
index >40 or seeking disability compensation related to
back pain were excluded. regular use
of antidepressants, anticonvulsants, opioids, muscle
relaxants and other analgesics was prohibited, as was
use of acupuncture, chiropractic maneuvers, or other
procedures aimed to relieve pain",404,"placebo: 117
duloxetine 20: 59
duloxetine 60: 116
duloxetine 120: 112",NA,adult patients with non-radicular chronic low back pain,NA,17 participants withdrew due to ae,NA,"total pre: 404, post: 267, withdrew: 137 (33.9%)",NA,NA,low back pain,musculoskeletal,primary
4,skljarevski 2009,duloxetine x sf_36_bodily_pain_subscale,duloxetine - 120mg x sf_36_bodily_pain_subscale,duloxetine,duloxetine - 120mg,pain_int,pain_sf_36_bodily_pain_subscale_change_from_baseline_to_post_intervention_ls_mean_se,post_int,sf_36_bodily_pain_subscale,smd,2.11,NA,101,2.009975124224178,NA,0.2,NA,NA,NA,NA,NA,NA,,antidepressant,snri,chronic low back pain,pain,parallel group,"a double-blind, randomized trial of duloxetine versus placebo in the management of chronic low back pain. ""study design, funding and drugs were supplied by eli lilly and company.""","study design, funding and drugs were supplied by eli lilly and company.",vladimir skljarevski,NA,at least six months to be included in study,"eligible patients were adults with a clinical diagnosis of
clbp, with pain either restricted to lower back (class
1) or associated with radiation to the proximal portion
of the lower limb only (class 2 according to the quebec
task force on spinal disorders), with pain present
on most days for ≥6 months, and average weekly pain
ratings ≥4 during the week prior to randomization.","exclusion criteria included clinical or radiographic
evidence of radicular compression or spinal stenosis,
presence of spondylolisthesis grade 3–4, history of ≥1
low-back surgery, any low-back surgery within
12 months, invasive procedures to reduce low-back
pain within 1 month. patients with mdd, body mass
index >40 or seeking disability compensation related to
back pain were excluded. regular use
of antidepressants, anticonvulsants, opioids, muscle
relaxants and other analgesics was prohibited, as was
use of acupuncture, chiropractic maneuvers, or other
procedures aimed to relieve pain",404,"placebo: 117
duloxetine 20: 59
duloxetine 60: 116
duloxetine 120: 112",NA,adult patients with non-radicular chronic low back pain,NA,27 participants withdrew due to ae,NA,"total pre: 404, post: 267, withdrew: 137 (33.9%)",NA,NA,low back pain,musculoskeletal,primary
2,spinhoven 2010,placebo,placebo,placebo,placebo,pain_int,chest_pain_pain_index_duration_of_chest_pain_weighed_by_the_intensity_of_chest_pain_post_intervention,post_int,chest_pain_composite_score,smd,23.5,NA,23,18.5,NA,3.8575166600558837,NA,NA,NA,NA,NA,NA,,placebo,NA,non-cardiac chest pain,pain,parallel group,heart-focused anxiety as a mediating variable in the treatment of noncardiac chest pain by cognitive-behavioral therapy and paroxetine,supported by a grant of the dutch heart foundation (grant nr. 1998b209) and an unconditional educational grant of glaxo smith kline.,philip spinhoven,NA,"to be included: nccp occurring at
least once a week, or at least once per month if accompanied
by severe psychological distress. 
on average sample experienced nccp for 4.4-6.8 years (across arms)","eligible participants were cardiology outpatients of two academic and two nonacademic hospitals who had been discharged with a diagnosis of nccp. inclusion criteria were nccp as main presenting complaint; nccp occurring at least once a week, or at least once per month if accompanied by severe psychological distress; age between 18 and 75 years; and informed consent.","exclusion criteria were coronary artery disease or mi as demonstrated by coronary angiography, exercise testing, or other diagnostic methods; a history of typical angina pectoris; insufficient fluency indutch; present psychotherapeutic/psychiatric treatment fornccp; organic mental syndrome; psychotic disorder; major depression; bipolar disorder; antisocial personality disorder, psychoactive substance use disorder; pregnancy; and use of any psychotropic medications (including beta-blockers if prescribed for anxiety).",69,"placebo: 23
paroxetine: 23
cbt: 23",NA,NA,adult cardiology outpatients with a diagnosis of nccp,3 participants withdrew due to ae,NA,"total pre: 69, post: 58, withdrew: 11 (15.9%)",NA,NA,chest pain,chest pain,primary
2,spinhoven 2010,paroxetine x chest_pain_composite_score,paroxetine - 10-40mg x chest_pain_composite_score,paroxetine,paroxetine - 10-40mg,pain_int,chest_pain_pain_index_duration_of_chest_pain_weighed_by_the_intensity_of_chest_pain_post_intervention,post_int,chest_pain_composite_score,smd,20.9,NA,23,19.4,NA,4.04517963270725,NA,NA,NA,NA,NA,NA,,antidepressant,ssri,non-cardiac chest pain,pain,parallel group,heart-focused anxiety as a mediating variable in the treatment of noncardiac chest pain by cognitive-behavioral therapy and paroxetine,supported by a grant of the dutch heart foundation (grant nr. 1998b209) and an unconditional educational grant of glaxo smith kline.,philip spinhoven,NA,"to be included: nccp occurring at
least once a week, or at least once per month if accompanied
by severe psychological distress. 
on average sample experienced nccp for 4.4-6.8 years (across arms)","eligible participants were cardiology outpatients of two academic and two nonacademic hospitals who had been discharged with a diagnosis of nccp. inclusion criteria were nccp as main presenting complaint; nccp occurring at least once a week, or at least once per month if accompanied by severe psychological distress; age between 18 and 75 years; and informed consent.","exclusion criteria were coronary artery disease or mi as demonstrated by coronary angiography, exercise testing, or other diagnostic methods; a history of typical angina pectoris; insufficient fluency indutch; present psychotherapeutic/psychiatric treatment fornccp; organic mental syndrome; psychotic disorder; major depression; bipolar disorder; antisocial personality disorder, psychoactive substance use disorder; pregnancy; and use of any psychotropic medications (including beta-blockers if prescribed for anxiety).",69,"placebo: 23
paroxetine: 23
cbt: 23",NA,NA,adult cardiology outpatients with a diagnosis of nccp,3 participants withdrew due to ae,NA,"total pre: 69, post: 58, withdrew: 11 (15.9%)",NA,NA,chest pain,chest pain,primary
2,staud 2015,placebo,placebo,placebo,placebo,pain_int,pain_vas_0_10_post_intervention,post_int,visual_analogue_scale_0_10,smd,4.5,NA,18,2.3,NA,0.5421151989096864,NA,NA,NA,NA,NA,NA,,placebo,NA,fibromyalgia,pain,parallel group,effects of milnacipran on clinical pain and hyperalgesia of patients with fibromyalgia: results of a 6-week randomized controlled trial,this study was supported by an investigator-initiated grant from forest laboratories. all study drugs were provided by forest laboratories.,roland staud,NA,"minimum 3 months to meet fm diagnosis, actual duration among sample nr","inclusion criteria for participants were 1) adults over the age of 18; 2) the ability to give
informed consent; 3) subjects had to fulfill the 1990 american college of rheumatology criteria
for fm including wide-spread pain","exclusion criteria were 1) a relevant medical conditionbesides fm; 2) current participation in another research protocol that could interfere or influencethe outcome measures of the present study; 3) the inability to give informed consent; 4) currentuse of analgesic drugs, anxiolytic drugs, anti-depressants. all subjects taking analgesic drugs orantidepressants before enrollment went through the appropriate wash-out phase prior to studyentry; 4) previous treatment with milnacipran. 5) because milnacipran is part of a class of drugsthat may increase the risk for suicide in clinically depressed adolescents or young adults, study subjects < 30 years of age and those who demonstrate evidence for major depression were notenrolled into this study",61,"placebo: 30 (23 received intervention)
milnacipran: 31 (23 received intervention)",NA,adults with fibromyalgia,NA,n,NA,"total withdrawal: 26/62 42.6%
15 withdrew before receiving intervention, withdrawal after taking intervention was 11/46 (23.9%)",NA,NA,fibromyalgia,fibromyalgia,primary
2,staud 2015,milnacipran x visual_analogue_scale_0_10,milnacipran 100mg x visual_analogue_scale_0_10,milnacipran,milnacipran 100mg,pain_int,pain_vas_0_10_post_intervention,post_int,visual_analogue_scale_0_10,smd,5.1,NA,17,2.3,NA,0.5578319375835658,NA,NA,NA,NA,NA,NA,,antidepressant,snri,fibromyalgia,pain,parallel group,effects of milnacipran on clinical pain and hyperalgesia of patients with fibromyalgia: results of a 6-week randomized controlled trial,this study was supported by an investigator-initiated grant from forest laboratories. all study drugs were provided by forest laboratories.,roland staud,NA,"minimum 3 months to meet fm diagnosis, actual duration among sample nr","inclusion criteria for participants were 1) adults over the age of 18; 2) the ability to give
informed consent; 3) subjects had to fulfill the 1990 american college of rheumatology criteria
for fm including wide-spread pain","exclusion criteria were 1) a relevant medical conditionbesides fm; 2) current participation in another research protocol that could interfere or influencethe outcome measures of the present study; 3) the inability to give informed consent; 4) currentuse of analgesic drugs, anxiolytic drugs, anti-depressants. all subjects taking analgesic drugs orantidepressants before enrollment went through the appropriate wash-out phase prior to studyentry; 4) previous treatment with milnacipran. 5) because milnacipran is part of a class of drugsthat may increase the risk for suicide in clinically depressed adolescents or young adults, study subjects < 30 years of age and those who demonstrate evidence for major depression were notenrolled into this study",61,"placebo: 30 (23 received intervention)
milnacipran: 31 (23 received intervention)",NA,adults with fibromyalgia,NA,nr,NA,"total withdrawal: 26/62 42.6%
15 withdrew before receiving intervention, withdrawal after taking intervention was 11/46 (23.9%)",NA,NA,fibromyalgia,fibromyalgia,primary
3,suttiruksa 2016,placebo,placebo,placebo,placebo,pain_int,pain_sf_36_bodily_pain_subscale_visit_6_13_weeks_post_intervention,post_int,sf_36_bodily_pain_subscale,smd,49,NA,13,18.4,NA,5.103241805272107,NA,NA,NA,NA,NA,NA,,placebo,NA,fibromyalgia,quality of life,parallel group,"effects of mirtazapine on quality of life of thai patients with fibromyalgia syndrome: a double-blind, randomized, placebo-controlled trial","this work was supported by the office of thehigher education commission, thailand through a grant in the program “strategic scholarships for frontier research network for the phd program, thai doctoral degree”.",saithip suttiruksa,NA,at least three months to be included in study as per acr 1990 criteria,"the inclusion criteria were patients of thai ethnicity who were 18 years of age or older with a diagnosis of fms as defined by the american college of rheumatology (acr) 1990 diagnostic criteria [13],had at least moderate pain (pain visual analog scale (pvas) ³40 mm) [14], and did not respond to previous medications.","exclusion criteria included substance abuse within the past year, serious suicide risk, pregnancy or breastfeeding, comorbid inflammatory rheumatic diseases, used of medications or herbal agents with central nervous system (cns) activity, regular used of analgesics with the exception of acetaminophen up to 2 g/d, or other medications that might affect the biochemical test",40,"placebo: 13
mirtazapine 15: 13
mirtazapine 30: 14",NA,thai adults with fibromyalgia,NA,2 withdrew due to aes,NA,"total pre: 40, post: 32, withdrew: 8 (20%)",NA,NA,fibromyalgia,fibromyalgia,primary
3,suttiruksa 2016,mirtazapine x sf_36_bodily_pain_subscale,mirtazapine 15mg x sf_36_bodily_pain_subscale,mirtazapine,mirtazapine 15mg,pain_int,pain_sf_36_bodily_pain_subscale_visit_6_13_weeks_post_intervention,post_int,sf_36_bodily_pain_subscale,smd,58,NA,13,18.2,NA,5.047771785649585,NA,NA,NA,NA,NA,NA,,antidepressant,nassa,fibromyalgia,quality of life,parallel group,"effects of mirtazapine on quality of life of thai patients with fibromyalgia syndrome: a double-blind, randomized, placebo-controlled trial","this work was supported by the office of thehigher education commission, thailand through a grant in the program “strategic scholarships for frontier research network for the phd program, thai doctoral degree”.",saithip suttiruksa,NA,at least three months to be included in study as per acr 1990 criteria,"the inclusion criteria were patients of thai ethnicity who were 18 years of age or older with a diagnosis of fms as defined by the american college of rheumatology (acr) 1990 diagnostic criteria [13],had at least moderate pain (pain visual analog scale (pvas) ³40 mm) [14], and did not respond to previous medications.","exclusion criteria included substance abuse within the past year, serious suicide risk, pregnancy or breastfeeding, comorbid inflammatory rheumatic diseases, used of medications or herbal agents with central nervous system (cns) activity, regular used of analgesics with the exception of acetaminophen up to 2 g/d, or other medications that might affect the biochemical test",40,"placebo: 13
mirtazapine 15: 13
mirtazapine 30: 14",NA,thai adults with fibromyalgia,NA,1withdrew due to aes,NA,"total pre: 40, post: 32, withdrew: 8 (20%)",NA,NA,fibromyalgia,fibromyalgia,primary
3,suttiruksa 2016,mirtazapine x sf_36_bodily_pain_subscale,mirtazapine 30mg x sf_36_bodily_pain_subscale,mirtazapine,mirtazapine 30mg,pain_int,pain_sf_36_bodily_pain_subscale_visit_6_13_weeks_post_intervention,post_int,sf_36_bodily_pain_subscale,smd,57,NA,14,19,NA,5.077963596336064,NA,NA,NA,NA,NA,NA,,antidepressant,nassa,fibromyalgia,quality of life,parallel group,"effects of mirtazapine on quality of life of thai patients with fibromyalgia syndrome: a double-blind, randomized, placebo-controlled trial","this work was supported by the office of thehigher education commission, thailand through a grant in the program “strategic scholarships for frontier research network for the phd program, thai doctoral degree”.",saithip suttiruksa,NA,at least three months to be included in study as per acr 1990 criteria,"the inclusion criteria were patients of thai ethnicity who were 18 years of age or older with a diagnosis of fms as defined by the american college of rheumatology (acr) 1990 diagnostic criteria [13],had at least moderate pain (pain visual analog scale (pvas) ³40 mm) [14], and did not respond to previous medications.","exclusion criteria included substance abuse within the past year, serious suicide risk, pregnancy or breastfeeding, comorbid inflammatory rheumatic diseases, used of medications or herbal agents with central nervous system (cns) activity, regular used of analgesics with the exception of acetaminophen up to 2 g/d, or other medications that might affect the biochemical test",40,"placebo: 13
mirtazapine 15: 13
mirtazapine 30: 14",NA,thai adults with fibromyalgia,NA,2 withdrew due to aes,NA,"total pre: 40, post: 32, withdrew: 8 (20%)",NA,NA,fibromyalgia,fibromyalgia,primary
2,tanum 1996,placebo,placebo,placebo,placebo,pain_int,pain_average_daily_intensity_and_duration_of_abdominal_pain_100_mm_vas_post_intervention_week_7,post_int,visual_analogue_scale_0_100,smd,42.8,NA,22,20.9,NA,4.455894971832258,NA,NA,NA,NA,NA,NA,,placebo,NA,functional gastrointestinal disorder,pain,parallel group,a new pharmacologic treatment of functional gastrointestinal disorder. a double-blind placebo-controlled study with mianserin,"the study was on request supported by an educational grant from nv organon, oss, the netherlands",lars tanum,NA,at least 12 months to be included in study,"all eligible patients had to be between 18 and 70 years of age and have a diagnosis of fgd (that is, ibs or nud) established by a gastroenterologist. a continuous or chronic intermittent gastrointestinal pain and distress, located in the upper and/or lower gastrointestinal tract, had to be present during at least the past 12 months. the symptoms had to be present more days in a week than not, and if there were symptom-free intervals, they could not exceed 5 days in a row. female patients of child-bearing potential could not be pregnant or nursing mothers, and they should be adequately protected against pregnancy.","patients were not eligible if an organic cause of the condition was verified by a gastroenterologist, if they had a history of abdominal surgery, or if they had a history of or currently had any renal, hepatic, respiratory, endocrine, rheumatic, cardiovascular, or cerebrovascular disease. patients with a history or symptoms of schizophrenia, mood disorders, dementia, epilepsy, or seizure disorders were excluded from participation in the study. we also excluded patients with a current or recent (within 6 months before the start of the study) dsm-ill-r diagnosis of anxiety disorders, alcohol or drug abuse, or active suicidal ideation (16). exclusion of patients with mood or affective disorders was also ensured by applying the montgomery-asberg depression rating scale (madrs) (17) and hospital anxiety and depression scale (had) (18). a madrs score beyond 19 or a had score beyond 10 on anxiety or depression is considered to identify mood or anxiety disorder of clinical relevance (17, 18). known drug allergy or known hypersensitive reactions to mianserin prevented participation in the study as well.",49 (2 withdrew before assessments),"placebo: 22
mianserin: 25",NA,"adults aged 18-70 functional gastrointestinal disorder 
",NA,n,NA,total withdrawal: 4/49 (8.2%),NA,NA,pain from bowel disorder,abdominal,visceral
2,tanum 1996,mianserin x visual_analogue_scale_0_100,mianserin - 120mg x visual_analogue_scale_0_100,mianserin,mianserin - 120mg,pain_int,pain_average_daily_intensity_and_duration_of_abdominal_pain_100_mm_vas_post_intervention_week_7,post_int,visual_analogue_scale_0_100,smd,16.9,NA,25,24.3,NA,4.86,NA,NA,NA,NA,NA,NA,,antidepressant,tetracyclic (teca),functional gastrointestinal disorder,pain,parallel group,a new pharmacologic treatment of functional gastrointestinal disorder. a double-blind placebo-controlled study with mianserin,"the study was on request supported by an educational grant from nv organon, oss, the netherlands",lars tanum,NA,at least 12 months to be included in study,"all eligible patients had to be between 18 and 70 years of age and have a diagnosis of fgd (that is, ibs or nud) established by a gastroenterologist. a continuous or chronic intermittent gastrointestinal pain and distress, located in the upper and/or lower gastrointestinal tract, had to be present during at least the past 12 months. the symptoms had to be present more days in a week than not, and if there were symptom-free intervals, they could not exceed 5 days in a row. female patients of child-bearing potential could not be pregnant or nursing mothers, and they should be adequately protected against pregnancy.","patients were not eligible if an organic cause of the condition was verified by a gastroenterologist, if they had a history of abdominal surgery, or if they had a history of or currently had any renal, hepatic, respiratory, endocrine, rheumatic, cardiovascular, or cerebrovascular disease. patients with a history or symptoms of schizophrenia, mood disorders, dementia, epilepsy, or seizure disorders were excluded from participation in the study. we also excluded patients with a current or recent (within 6 months before the start of the study) dsm-ill-r diagnosis of anxiety disorders, alcohol or drug abuse, or active suicidal ideation (16). exclusion of patients with mood or affective disorders was also ensured by applying the montgomery-asberg depression rating scale (madrs) (17) and hospital anxiety and depression scale (had) (18). a madrs score beyond 19 or a had score beyond 10 on anxiety or depression is considered to identify mood or anxiety disorder of clinical relevance (17, 18). known drug allergy or known hypersensitive reactions to mianserin prevented participation in the study as well.",49 (2 withdrew before assessments),"placebo: 22
mianserin: 25",NA,"adults aged 18-70 functional gastrointestinal disorder 
",NA,2 participants withdrew due to ae,NA,total withdrawal: 4/49 (8.2%),NA,NA,pain from bowel disorder,abdominal,visceral
4,tetreault 2018,placebo,placebo,placebo,placebo,pain_int,pain_pain_detect_questionnaire_post_intervention,post_int,paindetect,smd,9.95,NA,19,6.76,NA,1.5508503609649973,NA,NA,NA,NA,NA,NA,,placebo,NA,chronic knee osteoarthritis,"pain, changes in brain scans",parallel group,brain connectivity predicts placebo response across chronic pain clinical trials,"eli lilly pharmaceuticals (iit number: f1j-us-xo61). this research was also partially supported by grants from national institute of neurological disorders and stroke, ninds.nih.gov (ns035115), and national center for complementary and integrative health, nccih.nih.gov (at007987) of the us national institutes of health. pt was supported by postdoctoral fellowships from the canadian institutes of health research (cihr), cihr-irsc.gc.ca.",pascal tetreault,NA,at least 1 year to be included in the study,"all oa participants were diagnosed by a clinician for knee oa, fulfilled acr criteria, and had knee pain for at least 1 year. another set of inclusion/exclusion criteria was imposed, including a knee pain intensity of at least 4/10 on a 11-point visual analogue scale (vas) within 48 h of the prescreening and screening visits. in the study protocols: • age: 45-80 years • acr criteria for oa including kellgren-lawrence radiographic oa grades ii-iv • vas pain score >5/10 within 48 hrs of the phone screen and visit 1 (screening) • knee oa for a minimum of 12 months • need for daily pain medication to manage symptoms of oa","•	currently taking mao inhibitors or any centrally acting drug for analgesia, depression
•	narrow angle glaucoma
•	uncontrolled hypertension
•	co-existing inflammatory arthritis, fibromyalgia or other chronic pain state.
•	if a female, pregnant, trying to become pregnant, or lactating
•	major depressive disorder
•	substantial alcohol use or history of significant liver disease
•	use of mao inhibitors, triptans, serotonin precursors (tryptophan)
•	use of potent cyp1a2 inhibitors, thioridazine, and anti-depressants
•	diabetes, type 1 or type 2
•	condition in which the investigator believes would interfere with the subject's ability to comply with study instructions, or might confound the interpretation of the study results or put the subject at undue risk
","70, but 10 participants were excluded due to issues with screening (neuroimaging), so total participants randomised post-screening appears to be: 60","placebo: 21
duloxetine: 19",NA,adults aged 45-80 with knee osteoarthritis,NA,n,NA,"total pre: 60 (70 before screening) post: 39, withdrew: 21 (35%)",NA,NA,osteoarthritis,musculoskeletal,musculoskeletal
